OBJECTID,linkid,description,site_origin,site_destination,direction
57490,2760,Narre Warren - Cranbourne Rd - Rosebank Dr to Camms Rd,3168,1578,NB
57491,2761,"Narre Warren-Cranbourne Rd, Rosebank Dr to Camms Rd",1578,3168,SB
57492,2762,"Glenroy Rd, Pascoe Vale Rd to Cardinal Rd",3599,3650,EB
57493,2763,"Glenroy Rd, Cardinal Rd to Pascoe Vale Rd",3650,3599,WB
57494,2764,"Kings Rd/Taylors Rd, Delahy Village North Entrance to East Esplanade",2587,2580,EB
57495,2765,"Kings Rd/Taylors Rd, East Esplanade to Delahy Village North Entrance",2580,2587,WB
57496,2766,"Buckley St, Milleara Rd to Hoffmans Rd",2726,2719,EB
57497,2767,"Buckley St, Hoffmans Rd to Milleara Rd",2719,2726,WB
57498,2768,"Milleara Rd/Millitary Rd, Buckley St to Canning St",2726,2716,SB
57499,2769,"Milleara Rd/Millitary Rd, Canning St to Buckley St ",2716,2726,NB
57500,2770,"Highbury Rd, Blackburn Rd to Springvale Rd",356,420,EB
57501,2771,"Highbury Rd, Springvale Rd to Blackburn Rd",420,356,WB
57502,2772,"Highbury Rd, Blackburn Rd to Stephensons Rd",3196,356,WB
57503,2773,"Highbury Rd, Stephensons Rd to Blackburn Rd",356,3196,WB
57504,2774,"Highbury Rd, Station St to Stephensons Rd",3937,3196,EB
57505,2775,"Highbury Rd, Stephensons Rd to Station St",3196,3937,WB
57506,2776,"Station St, Burwood Hwy to Highbury Rd",2006,3937,SB
57507,2777,"Station St, Highbury Rd to Burwood Hwy",3937,2006,NB
57508,2778,"Holmes Rd, Moore St to Dean St",1006,3510,EB
57509,2779,"Holmes Rd, Dean St to Moore St",3510,1006,WB
57510,2782,"Dunnings Rd, Palmers Rd to Point Cook Rd",31053,31055,EB
57511,2783,"Dunnings Rd, Point Cook Rd to Palmers Rd",31055,31053,WB
57512,2784,"Sneydes Rd, Hacketts Rd to Boardwalk Bvd",31054,31056,EB
57513,2802,"Point Cook Rd, Dunnings Rd to Aviation Rd ramp",31055,5147,NB
57514,2803,"Point Cook Rd, Aviation Rd ramp to Dunnings Rd",5147,31055,SB
57515,2804,"Frankston Fwy, Wells Rd to Canbourne Rd",275,731,SB
57516,2805,"Frankston Fwy, Cranbourne Rd to Wells Rd",731,275,NB
57517,2806,"Cranbourne-Frankston Rd, McClelland Dr to Warrandyte Rd",255,744,WB
57518,2807,"Cranbourne-Frankston Rd, Warrandyte Rd to McClelland Dr",744,255,EB
57519,2808,"Springvale Rd, Canterbury Rd to Hawthorn Rd",417,411,SB
57520,2809,"Springvale Rd, Hawthorn Rd to Canterbury Rd",411,417,NB
57521,2810,"Springvale Rd, Hawthorn Rd to Burwood Hwy",411,164,SB
57522,2811,"Springvale Rd, Burwood Hwy to Hawthorn Rd ",164,411,NB
57523,2812,"Boundary Rd, Cumberland Rd to Sydney Rd",3993,2153,EB
57524,2813,"Boundary Rd, Sydney Rd to Cumberland Rd",2153,3993,WB
57525,2814,"Sydney Rd, Boundary Rd to Western Ring Rd",2153,2173,NB
57526,2815,"Sydney Rd, Western Ring Rd to Boundary Rd",2173,2153,SB
57527,2816,"Fairbairn/Somerville Rd, Industrial Dr to Market Rd",2694,2621,NEB
57528,2817,"Fairbairn/Somerville Rd, Market Rd to Industrial Dr",2621,2694,SWB
57529,2818,"Fairbairn/Boundary Rd, Industrial Dr to West Ring Rd",2694,2631,SEB
57530,2819,"Fairbairn/Boundary Rd, West Ring Rd to Industrial Dr",2631,2694,NEB
57531,2820,"Fairbairn/Little Boundary Rd, Industrial Dr to Geelong Rd",2694,2513,SB
57532,2821,"Fairbairn/Little Boundary Rd, Geelong Rd to Industrial Dr",2513,2694,NB
57533,2822,"Bell St, Sydney Rd to Elm Gr",3054,3055,EB
57534,2823,"Bell St, Elm Gr to Sydney Rd",3055,3054,WB
57535,2824,"Bell St, Elm Gr to Nicholson St",3055,3056,EB
57536,2825,"Bell St, Nicholson St to Elm Gr",3056,3055,WB
57537,2826,"Bell St, Nicholson St to Gilbert Rd",3056,3058,EB
57538,2827,"Bell St, Gilbert Rd to Nicholson St",3058,3056,WB
57539,2828,"South Rd, Hampton St to Cummins Rd",3632,3634,EB
57540,2829,"South Rd, Cummins Rd to Hampton St",3634,3632,WB
57541,2830,"South Rd, Cummins Rd to Nepean Hwy",3634,2322,EB
57542,2831,"South Rd, Nepean Hwy to Cummins Rd",2322,3634,WB
57543,2832,"Centre Rd, Hampton St to Nepean Hwy",3960,2320,EB
57544,2833,"Centre Rd, Nepean Hwy to Hampton St",2320,3960,WB
57545,2834,"Hampton St, Nepean Hwy to Centre Rd",2317,3960,SB
57546,2835,"Hampton St, Centre Rd to Nepean Hwy",3960,2317,NB
57547,2836,"Ascoe Vale Rd, Maribyrnong Rd to Mt Alexander Rd",4205,3510,NB
57548,2837,"Ascoe Vale Rd, Mt Alexander Rd to Maribyrnong Rd",3510,4205,SB
57549,2838,"Maribyrnong Rd, Epsom Rd to Ascoe Vale Rd",4203,4205,EB
57550,2839,"Maribyrnong Rd, Ascoe Vale Rd to Epsom Rd",4205,4203,EB
57551,2840,"Epsom Rd, Langs Rd to Raleigh Rd",1002,4203,NB
57552,2841,Epsom Rd. Raleigh Rd to Langs Rd,4203,1002,SB
57553,2842,"Cemetery Rd West/College Cr, Royal Pde to Princes St",4384,4711,EB
57554,2843,"Cemetery Rd West, Swanston St to Royal Pde",4711,4384,WB
57555,2844,"College Cr, Swanston St to Princes St",4711,4380,EB
57556,2845,"College Cr, Princes St to Swanston St",4380,4711,WB
57557,2846,"Princes St, Lygon St to Nicholson St",4380,2100,EB
57558,2847,"Princes St, Nicholson St to Lygon St",2100,4380,WB
57559,2848,"Toorak Rd, Orrong Rd to Kooyong Rd",4748,4750,EB
57560,2849,"Toorak Rd, Kooyong Rd to Orrong Rd",4750,4748,WB
57561,2851,"Toorak Rd, Glenferrie Rd to Kooyong Rd",4356,4750,WB
57562,2852,"Kooyong Rd, Malvern Rd to Toorak Rd",4759,4750,NB
57563,2853,"Kooyong Rd, Toorak Rd to Malvern Rd",4750,4759,SB
57564,2854,"Kooyong Rd, High St to Malvern Rd ",4768,4759,NB
57565,2855,"Kooyong Rd, Malvern Rd to High St",4759,4768,SB
57566,2856,"High St, Orrong Rd to Kooyong Rd",4766,4768,EB
57567,2857,"High St, Kooyong Rd to Orrong Rd",4768,4766,WB
57568,2858,"High St, Kooyong Rd to Glenferrie Rd",4768,4357,EB
57569,2859,"High St, Glenferrie Rd to Kooyong Rd",4357,4768,WB
57570,2860,"Kooyong Rd, Wattletree Rd to High St",4778,4768,NB
57571,2861,"Kooyong Rd, High St to Wattletree Rd",4768,4778,SB
57572,2862,"Nepean Hwy, Mt Eliza Way to Bungower Rd",236,237,SB
57573,2863,"Nepean Hwy, Bungower Rd to Mt Eliza Way",237,236,NB
57574,2864,"Nepean Hwy, Bungower Rd to Craigie Rd",237,240,SB
57575,2865,"Nepean Hwy, Craigie Rd to Bungower Rd",240,237,NB
57576,2866,"Grieve Pde, The Gateway to Blackshaws Rd",3906,3905,NB
57577,2867,"Grieve Rd, Blackshaws Rd to The Gateway",3905,3906,SB
57578,2868,"Grieve Pde/Dohertys Rd, The Gateway to Dohertys NR Westgate",3906,3479,NWB
57579,2869,"Grieve Rd/Dohertys Rd, Dohertys NR Westgate to The Gateway",3479,3906,SEB
57580,2870,"Old Geelong Rd/Sayers Rd, Fitzgerald Rd to Palmers Rd",5002,5284,SEB
57581,2871,"Old Geelong Rd/Sayers Rd, Palmers Rd to Fitzgerald Rd",5284,5002,NWB
57582,2872,"Green Gully Rd, Sunshine Ave to Old Calder Hwy",2722,2052,NB
57583,2873,"Green Gully Rd, Old Calder Hwy to Sunshine Ave",2052,2722,SB
57584,2874,"Sunshine Ave, Odessa Ave to Green Gully Rd",2892,2722,SB
57585,2875,"Sunshine Ave, Green Gully Rd to Odessa Ave",2722,2892,NB
57586,2876,"Sunshine Ave, Melton Hwy to Odessa Ave",2701,2892,SB
57587,2877,"Sunshine Ave, Odessa Ave to Melton Hwy",2892,2701,NB
57588,2878,"Old Calder Hwy, Green Gully Rd to Keilor Park Dr",2052,2730,SEB
57589,2879,"Older Calder Hwy, Keilor Park Dr to Green Gully Rd",2730,2052,NWB
57590,2880,"Nepean Hwy, Humphries Rd to Mt Eliza Way",278,236,SB
57591,2881,"Nepean Hwy, Mt Eliza Way to Humphries Rd",236,278,NB
57592,2882,"Pascoe Vale Rd, Barry Rd to Dimboola Rd",3616,3600,SB
57593,2883,"Pascoe Vale Rd, Dimboola Rd to Barry Rd",3600,3616,NB
57594,2884,"Barry Rd, Sydney Rd to Pascoe Vale Rd",2159,3616,WB
57595,2885,"Barry Rd, Pascoe Vale Rd to Sydney Rd",3616,2159,EB
57596,2886,"Sydney Rd, Campberllfield Shopping Centre to Barry Rd",2149,2159,NB
57597,3011,"Springvale Rd, Keylana Dr to Cheltenham Rd",3151,442,NB
57598,3012,"Springvale Rd, Keylana Dr to Hutton Rd",3151,283,SB
57599,3013,"Springvale Rd, Hutton Rd to Keylana Dr",283,3151,NB
57600,3014,"Warrigal Rd, Balcombe Rd to Oak Ave",2329,3711,NB
57601,3015,"Warrigal Rd, Oak Ave to Balcombe Rd",3711,2329,SB
57602,3016,"Warrigal Rd, Oak Ave Centre Dandenong Rd",3711,3700,NB
57603,3017,"Warrigal Rd, Centre Dandenong Rd to Oak Ave",3700,3711,SB
57604,3018,"Warrigal Rd, Centre Dandenong Rd to Farm Rd",3700,3704,NB
57605,3019,"Warrigal Rd, Farm Rd to Centre Dandenong Rd",3704,3700,SB
57606,3020,"Warrigal Rd, Farm Rd to Kingston Rd",3704,3698,NB
57607,3021,"Warrigal Rd, Kingston Rd to Farm Rd",3698,3704,SB
57608,3022,"Centre Dandenong Rd, Nepean Hwy to Warrigal Rd",2328,3700,EB
57609,3023,"Centre Dandenong Rd, Warrigal Rd to Nepean Hwy",3700,2328,WB
57610,3024," Centre Dandenong Rd, Nepean Hwy to Grange Rd",3700,3141,EB
57611,3025," Centre Dandenong Rd, Grange Rd to Nepean Hwy",3141,3700,WB
57612,3026,"Albion St/Nicholson St, Holmes St to Blyth St",4007,4023,SEB
57613,3027,"Albion St/Nicholson St, Blyth St to Holmes St",4023,4007,NWB
57614,3028,"Whitehorse Rd, Burke Rd to Balwyn Rd",4034,4063,EB
57615,3029,"Whitehorse Rd, Balwyn Rd to Burke Rd",4063,4034,WB
57616,3030,"Burke Rd, Riversdale Rd to Harold St",4040,4038,NB
57617,3031,"Burke Rd, Harold St to Riversdale Rd",4038,4040,SB
57618,3032,"Burke Rd, Harold St to Burwood Rd",4038,1031,NB
57619,3033,"Burke Rd, Burwood Rd to Harold St",1031,4038,SB
57620,3034,"Glenferrie Rd, Barkers Rd to Burwood Rd",3003,4264,SB
57621,3035,"Glenferrie Rd, Burwood Rd to Barkers Rd",4264,3003,NB
57622,3036,"Glenferrie Rd, Burwood Rd to Riversdale Rd",4264,4270,SB
57623,3037,"Glenferrie Rd, Riversdale Rd to Burwood Rd",4270,4264,NB
57624,3038,"Burwood Rd, Power St to Glenferrie Rd",4263,4264,EB
57625,3039,"Burwood Rd, Glenferrie Rd to Power St",4264,4263,WB
57626,3040,"Burwood Rd, Glenferrie Rd to Auburn Rd",4264,4266,EB
57627,3041,"Burwood Rd, Auburn Rd to Glenferrie Rd",4266,4264,WB
57628,3042,"Chapel St, PHE to Alma Rd",2409,4845,SB
57629,3043,"Chapel St, Alma Rd to PHE",4845,2409,NB
57630,3044,"Chapel St, Alma Rd to Inkerman St",4845,4848,SB
57631,3045,"Chapel St, Inkerman St to Alma Rd",4848,4845,NB
57632,3046,"Alma Rd, St Kilda Rd to Chapel St",2304,4845,EB
57633,3047,"Alma Rd, Chapel St to St Kilda Rd",4845,2304,WB
57634,3048,"Alma Rd, Hotham St to Chapel St",4845,4847,EB
57635,3049,"Alma Rd, Hotham St to Chapel St",4847,4845,WB
57636,3050,"Kelletts Rd, Stud Rd to Taylors Lane",786,824,EB
57637,3051,"Kelletts Rd, Taylors Lane to Stud Rd",824,786,WB
57638,3052,"Taylors Lane, Kelletts Rd to Wellington Rd",824,803,SB
57639,3053,"Taylors Lane, Wellington Rd to Kellets Rd",803,824,NB
57640,3054,"Stud Rd, Ferntree Gully Rd to Kelletts Rd",456,786,SB
57641,3055,"Stud Rd, Kelletts Rd to Ferntree Gully Rd",786,456,NB
57642,3056,"Stud Rd, Kelletts Rd to Wellington Rd",786,784,SB
57643,3057,"Stud Rd, Wellington Rd to Kellets Rd",784,786,NB
57644,3058,"Canterbury Rd, Balwyn Rd to Kennealy St",3127,3129,EB
57645,3059,"Canterbury Rd, Kennealy St to Balwyn Rd",3129,3127,WB
57646,3060,"Canterbury Rd, Kennealy St to Union Rd",3129,3125,EB
57647,3061,"Canterbury Rd, Union Rd to Kennealy St",3125,3129,WB
57648,3062,"Canterbury Rd, Union Rd to Warrigal Rd",3125,3126,EB
57649,3063,"Canterbury Rd, Warrigal Rd to Union Rd",3126,3125,WB
57650,3064,"Canterbury Rd, Warrigal Rd to Elgar Rd",3126,3130,EB
57651,3065,"Canterbury Rd, Elgar Rd to Warrigal Rd",3130,3126,WB
57652,3066,"Warrigal Rd, Canterbury Rd to Riversdale Rd",3126,3682,SB
57653,3067,"Warrigal Rd, Riversdale Rd to Canterbury Rd",3682,3126,NB
57654,3068,"Dudley St, King St to Spencer St",4517,4521,WB
57655,3069,"Dudley St, Spencer St to King St",4521,4517,EB
57656,3070,"Dudley St, Spencer St to Wurundjeri Way",4521,4488,WB
57657,3071,"Dudley St, Wurundjeri Way to Spencer St",4488,4521,EB
57658,3072,"Hawthorn Rd, Balaclava Rd to Inkerman Rd",4075,4072,NB
57659,3073,"Hawthorn Rd, Inkerman Rd to Balaclava Rd",4072,4075,SB
57660,3074,Hawthorn Rd. Inkerman Rd to PHE,4072,2414,NB
57661,3075,"Hawthorn Rd, PHE to Inkerman Rd",2414,4072,SB
57662,3076,"Balaclava Rd, Hawthorn Rd to Kambrook Rd",4075,4076,EB
57663,3077,"Balaclava Rd, Kambrook Rd ot Hawthorn Rd",4076,4075,WB
57664,3078,"Midland Hwy (Albert St), Hertford St to Sebastopol Rd",5834,5835,SB
57665,3079,"Midland Hwy (Albert St), Sebastopol Rd to Hertford St",5835,5834,NB
57666,3080,"Ballarat-Buninyong Rd, Hocking St to Sebastopol Rd",5873,5874,SB
57667,3081,"Ballarat-Buninyong Rd, Sebastopol Rd to Hocking St",5874,5873,NB
57668,3082,"Ballarat-Buninyong Rd, Sebastopol Rd to Damascus College",5874,5872,SB
57669,3083,"Ballarat-Buninyong Rd, Damascus College to Sebastopol Rd",5872,5874,NB
57670,3084,"Calder Hwy, Lansell Plaza to Lockwood Rd",6254,6253,NB
57671,3085,"Calder Hwy, Lockwood Rd to Lansell Plaza",6253,6254,SB
57672,3086,"Calder Hwy, Lockwood Rd to Oak St",6253,6255,NB
57673,3087,"Calder Hwy, Oak St, Lockwood Rd",6255,6253,SB
57674,3088,"Wills St, Myrtle St to Mitchell St",6284,6272,NEB
57675,3089,"Wills St, Mitchell St to Myrtle St",6272,6284,SWB
57676,3090,"Pyke/Towsend/Condon St, Mitchell St to Reservoir Rd",6274,6291,EB
57677,3091,"Pyke/Towsend/Condon St, Reservoir Rd to Mitchell St",6291,6274,WB
57678,3092,"McIvor Rd, High St to Sternberg St",6203,6223,EB
57679,3093,"McIvor Rd, Sternberg St to High St",6223,6203,WB
57680,3094,"Myers St/McIvor Rd, Mitchell St to Sternberg St",6272,6223,NB
57681,3095,"Myers St/McIvor Rd, Sternberg St to Mitchell St",6223,6272,SB
57682,3096,"Myers St, High St to Mitchell St",6274,6272,NB
57683,3097,"Myers St, Mitchell St to High St",6272,6274,SB
57684,3098,"High St, View St to Bridge St",6200,6203,NB
57685,3099,"High St, Bridge St to View St",6203,6200,SB
57686,3100,"Mitchell St, Myers St to High St",6272,6200,NB
57687,3101,"Mitchell St, High St to Myers St",6200,6272,SB
57688,3102,"Bridge St, Barnard St to High St",6280,6203,SB
57689,3103,"Bridge St, High St and Barnard St",6203,6280,NB
57690,3104,"Glen Eira Rd, Orrong Rd to Kooyong Rd",4078,4079,EB
57691,3105,"Glen Eira Rd, Kooyong Rd to Orrong Rd",4079,4078,WB
57692,3106,"Kooyong Rd, Glen Eira Rd to Balaclava Rd",4079,4074,NB
57693,3107,"Kooyong Rd, Balaclava Rd to Glen Eira Rd",4074,4079,SB
57694,3108,"Glen Eira Rd, Kooyong Rd to Hawthorn Rd",4079,4080,EB
57695,3109,"Glen Eira Rd, Hawthorn Rd to Kooyong Rd",4080,4079,WB
57696,3110,"Maribyrnong Rd, Ascot Vale Rd to Mt Alexander Rd",4205,4206,EB
57697,3111,"Maribyrnong Rd, Mt Alexander Rd to Ascot Vale Rd",4206,4205,WB
57698,3112,"Ormond Rd, Mt Aleaxander Rd to Citylink",4206,2861,EB
57699,3113,"Ormond Rd, Mt Alexander Rd to Citylink",2861,4206,WB
57700,3114,Frankston-Flinders Rd - High St to Stony Point Rd,1259,821,SB
57701,3115,"Frankston-Flinders Rd, Stony Point Rd to High St",821,1259,NB
57702,3116,"Dandenong-Frankston Rd, Abbotts Rd to Jayco Dr",304,982,SB
57703,3117,"Dandenong-Frankston Rd, Jayco Dr  to Abbotts Rd",982,304,NB
57704,3118,"Dandenong-Frankston Rd, Jayco Dr to Thompson Rd",982,620,SB
57705,3119,"Dandenong-Frankston Rd, Thompson Rd to Jayco Dr",620,982,NB
57706,3120,"Moorooduc Hwy, Sages Rd to Eramusa Rd West",520,1390,SB
57707,3121,"Moorooduc Hwy, Eramusa Rd West to Sages Rd",1390,520,NB
57708,3122,"High St, Bridge St to Nolan St",6203,6205,NB
57709,3123,"High St, Nolan St to Bridge St",6205,6203,SB
57710,3124,"Nepean Hwy, Lincoln Pde to Station St",214,211,NB
57711,3125,"Nepean Hwy, Station St to Lincoln Pde",211,214,SB
57712,3126,"Nepean Hwy, Edithvale Rd to Lincoln Pde",216,214,NB
57713,3127,"Nepean Hwy, Lincoln Pde to Edithvale Rd",214,216,SB
57714,3128,"Nepean Hwy, Station St to Beach Rd",211,3036,NB
57715,3129,"Nepean Hwy, Beach Rd to Station St",3036,211,SB
57716,3130,"Nepean Hwy, Main Rd to Station St",2333,211,SB
57717,3131,"Nepean Hwy, Main Rd to Station St",211,2333,NB
57718,3132,"Edithvale Rd, Kinross Bicycle Track to Wells Rd",284,281,NB
57719,3133,"Edithvale Rd, Wells Rd to Kinross Bicycle Track",281,284,SB
57720,3134,"Springvale Rd, Wells Rd to Mornington Peninsula Fwy",281,280,NB
57721,3135,"Springvale Rd, Mornington Peninsula Fwy to Wells Rd",280,281,SB
57722,3136,"Springvale Rd, Mornington Peninsula Fwy to The Waterways",280,500,NB
57723,3137,"Springvale Rd, The Waterways to Mornington Peninsula Fwy",500,280,SB
57724,3138,"Springvale Rd, The Waterways to Governor Rd",500,283,NB
57725,3139,"Springvale Rd, Governor Rd to The Waterways",283,500,SB
57726,3140,"Templestowe Rd, Manningham Rd to Sheahans Rd",686,685,NB
57727,3141,"Templestowe Rd, Sheahans Rd to Manningham Rd",685,686,SB
57728,3142,"Templestowe Rd, Sheahans Rd to Thompsons Rd",685,320,EB
57729,3143,"Templestowe Rd, Thompsons Rd to Sheahans Rd",320,685,WB
57730,3144,"Williamstown Rd, Foote St to King St",700,691,SB
57731,2888,"Woorite Pl/Milleara Rd, Fullarton Rd to Keilor Park Dr",2723,2715,SB
57732,2889,"Woorite Pl/Milleara Rd, Keilor Park Dr to Fullarton Rd",2715,2723,NB
57733,2890,"Fullarton Rd, Elstone Ave to Calder Fwy ramp",1366,2723,WB
57734,2891,"Fullarton Rd, Calder Fwy ramp to Elstone Ave",2723,1366,EB
57735,2892,"Chucrch St, Victoria St to Bridge Rd",4816,4801,SB
57736,2893,"Church St, Bridge Rd to Victoria St",4801,4816,NB
57737,2894,"Lennox St, Victoria St to Bridge Rd",4814,4800,SB
57738,2895,"Lennox St, Bridge Rd to Victoria St",4800,4814,NB
57739,2896,"Lennox St, Bridge Rd to Swan St",4800,4807,SB
57740,2897,"Lennox St, Swan St to Bridge Rd",4807,4800,NB
57741,2898,"Church St, Bridge Rd to Swan St",4801,4808,SB
57742,2899,"Church St, Swan St to Bridge Rd",4808,4801,NB
57743,2900,"Coppin St, Bridge Rd to Swan St",4803,4809,SB
57744,2901,"Coppin St, Swan St to Bridge Rd",4809,4803,NB
57745,2902,"Nicholson St, Johnston St to Victoria St",3457,4814,SB
57746,2903,"Nicholson St, Victoria St to Johnston St",4814,3457,NB
57747,2904,"PHE, Pakeham Rd to Racecourse Rd",608,547,EB
57748,2905,"PHE, Racecourse Rd to Pakeham Rd",547,608,WB
57749,2906,"PHE, Racecourse Rd to Windermere Blvd",547,565,EB
57750,2907,"PHE, Windermere Blvd to Racecourse Rd",565,547,WB
57751,2908,"Sydney Rd, Boundary Rd to Gaffney St",2153,4115,SB
57752,2909,"Sydney Rd, Gaffney St to Boundary Rd",4115,2153,NB
57753,2910,"Gaffney St, Sydney Rd to Cumberland Rd",4115,4112,WB
57754,2911,"Gaffney St, Cumberland Rd to Sydney Rd",4112,4115,EB
57755,2912,"Sydney Rd, Bell St to Gaffney St",3054,4115,NB
57756,2913,"Sydney Rd, Gaffney St to Bell St",4115,3054,SB
57757,2914,"PHW, Broderick Rd to Plantation Rd",5004,5005,SB
57758,2915,"PHW, Plantation Rd to Broderick Rd",5005,5004,NB
57759,2916,"Cox Rd, Melbourne Rd to Thompson Rd",5007,5072,WB
57760,2917,"Cox Rd, Thompson Rd to Melbourne Rd",5072,5007,EB
57761,2918,"Camp Rd, Blair St to Northcorp Blvd",3985,3969,EB
57762,2919,"Camp Rd, Northcorp Blvd to Blair St",3969,3985,WB
57763,2922,"Heatherton Rd, Stud Rd to Power Rd",661,605,EB
57764,2923,"Heatherton Rd, Power Rd to Stud Rd",605,661,WB
57765,2924,"Heatherton Rd, Power Rd to Hanna Dr",605,613,EB
57766,2925,"Heatherton Rd, Hanna Dr to Power Rd",613,605,WB
57767,1666,"Princes Fwy West, Kororoit Creek Rd to High St",3481,5148,SB
57768,2123,"Dandenong Rd, Hammond Rd to Dandenong - Frankston Rd",1120,1121,EB
57769,2124,"Dandenong Rd, Dandenong - Frankston Rd to Hammond Rd",1121,1120,WB
57770,2468,"Cooper St, Edgars Rd to Scanlone Dr",2814,2818,WB
57771,2469,"Epping Rd, Lyndarum Ave to McDonalds Rd",2692,2773,SB
57772,2731,"Gatehouse St, Royal Pde to Flemington Rd",4383,4465,SWB
57773,2732,"Ballarto Rd/Seaford Rd, McCormicks Rd to Wells Rd",2686,516,WB
57774,2734,"Boundary Rd/Rhodes Pde/Plumpton Ave, Pascoe Vale Rd to Cumberland Rd",3599,3993,EB
57775,2735,"Boundary Rd/Rhodes Pde/Plumpton Ave, Cumberland Rd to Pascoe Vale Rd",3993,3599,WB
57776,2736,"Cumberland Rd, Boundary Rd to Gaffney Rd",3993,4112,SB
57777,2737,"Cumberland Rd, Gaffney Rd to Boundary Rd",4112,3993,NB
57778,2738,"Tooronga Rd, Dandenong Rd to Wattletree Rd",2417,4367,NB
57779,2739,"Tooronga Rd, Wattletree Rd to Dandenong Rd",4367,2417,SB
57780,2740,"Tooronga Rd, Wattletree Rd to High St",4367,4360,NB
57781,2741,"Tooronga Rd, High St to Wattletree Rd",4360,4367,SB
57782,2790,"Point Cook Rd, Jaimeson Way to Sneydes Rd",3088,31057,SB
57783,2791,"Point Cook Rd, Sneydes Rd to Jaimeson Way",31057,3088,NB
57784,2792,"Boardwalk Bvd, Sneydes Rd to Dunnings Rd",31056,31052,NB
57785,2793,"Boardwalk Bvd, Dunnings Rd to Sneydes Rd",31052,31056,SB
57786,2794,"Synedes Rd, Princes Fwy to Hacketts Rd",1735,31054,EB
57787,2795,"Sneydes Rd, Hacketts Rd to Princes Fwy",31054,1735,WB
57788,2796,"Princes Fwy, Princes Fwy ramp to Synedes Rd ramp",5145,1735,SB
57789,2797,"Princes Fwy, Synedes Rd ramp to Princes Fwy ramp",1735,5145,NB
57790,2798,"Boardwalk Blvd, Forsyth Rd to Dunnings Rd",5273,31052,SB
57791,2927,"Mt Dandenong Rd, Dorset Rd to Wicklow Ave",629,634,WB
57792,2928,"Dorset Rd, Mt Dandenong Rd to Hull Rd",629,628,NB
57793,2929,"Dorset Rd, Hull Rd to Mt Dandenong Rd",628,629,SB
57794,2930,"Mt Dandenong Rd, Colchester Rd to Mt Dandenong Rd",639,629,WB
57795,2931,"Mt Dandenong Rd, Dorset Rd to Colchester Rd",629,639,EB
57796,2932,"Dorset Rd, Mt Dandenong Rd to Eastfield Rd",629,623,SB
57797,2933,"Dorset Rd, Eastfield Rd to Mt Dandenong Rd",623,629,NB
57798,2960,"Dunnings Rd, Palmers Rd to Point Cook Rd",3776,31055,EB
57799,2961,"Dunnings Rd, Point Cook Rd to Palmers Rd",31055,3776,WB
57800,2962,"Palmers Rd, Princes Fwy IB ramp to Dunnings Rd",1399,3776,SB
57801,2963,"Palmers Rd, Dunnings Rd  to Princes Fwy IB ramp",3776,1399,NB
57802,2964,"Grattan St, Flemington Rd to Royal Pde",4466,4386,EB
57803,2965,"Grattan St, Royal Pde to Flemington Rd",4386,4466,WB
57804,2966,"Swanston St, Grattan St to Victoria St",4391,4389,SB
57805,2967,"Swanston St, Victoria St to Grattan St",4389,4391,NB
57806,2968,"Ryrie St, Boundary Rd to Sydney Pde",5051,5205,WB
57807,2969,"Ryrie St, Sydney Pde to Boundary Rd",5205,5051,EB
57808,2970,"Burwood Hwy, Benwerrin Dr to Blackburn Rd",167,162,EB
57809,2971,"Burwood Hwy, Blackburn Rd to Benwerrin Dr",162,167,WB
57810,2972,"Burwood Hwy, Blackburn Rd to Sevenoaks Rd",162,163,EB
57811,2973,"Burwood Hwy, Sevenoaks Rd to Blackburn Rd",163,162,WB
57812,2974,"Blackburn Rd, Burwood Hwy to Hawthorn Rd",162,357,NB
57813,2975,"Blackburn Rd, Hawthorn Rd to Burwood Hwy",357,162,SB
